Task,Mode,Participant,Run time,Created at,Robot count
robot_positioning,default,-MnrmFljSGA4qVoR7ZB57A,13.637,2013-10-13 06:54:21 UTC,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:24.0) Gecko/20100101 Firefox/24.0
varying_control,attractive,LEuXe-SkV5-0SU6hfhX_iQ,207.495,2013-10-13 12:22:26 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,LEuXe-SkV5-0SU6hfhX_iQ,162.788,2013-10-13 12:25:44 UTC,29,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,LEuXe-SkV5-0SU6hfhX_iQ,27.948,2013-10-13 12:26:27 UTC,3,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
pyramid_building,0.1,LEuXe-SkV5-0SU6hfhX_iQ,306.176,2013-10-13 12:32:03 UTC,8,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_visualization,convex-hull,LEuXe-SkV5-0SU6hfhX_iQ,218.999,2013-10-13 12:36:00 UTC,100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,lxsQKfHbYhgwJJwaB6c8Ug,678.495,2013-10-13 15:11:20 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,lxsQKfHbYhgwJJwaB6c8Ug,306.012,2013-10-13 15:18:16 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,lxsQKfHbYhgwJJwaB6c8Ug,227.6,2013-10-13 15:23:19 UTC,84,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,lxsQKfHbYhgwJJwaB6c8Ug,241.482,2013-10-13 15:37:22 UTC,124,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,lxsQKfHbYhgwJJwaB6c8Ug,206.572,2013-10-13 15:41:20 UTC,156,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,lxsQKfHbYhgwJJwaB6c8Ug,129.607,2013-10-13 15:44:26 UTC,6,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,lxsQKfHbYhgwJJwaB6c8Ug,39.9,2013-10-13 15:45:32 UTC,5,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,lxsQKfHbYhgwJJwaB6c8Ug,60.67,2013-10-13 15:47:14 UTC,7,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,attractive,UUxWEouquGOapob6gp-mmg,171.524,2013-10-13 16:10:05 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,MvIwTMSYYzbYwNuzqf8lmQ,171.796,2013-10-13 16:32:23 UTC,16,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,MvIwTMSYYzbYwNuzqf8lmQ,68.746,2013-10-13 16:33:59 UTC,229,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,MvIwTMSYYzbYwNuzqf8lmQ,3.06,2013-10-13 16:34:43 UTC,1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,MvIwTMSYYzbYwNuzqf8lmQ,1.389,2013-10-13 16:35:04 UTC,1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,R538Qji4sFBp1c-Oh_3RVg,221.707,2013-10-13 17:44:00 UTC,13,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)
robot_positioning,default,R538Qji4sFBp1c-Oh_3RVg,3.345,2013-10-13 17:44:58 UTC,1,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)
pyramid_building,0.5,R538Qji4sFBp1c-Oh_3RVg,220.004,2013-10-13 17:48:48 UTC,8,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)
maze_positioning,default,qJUgfdPkAAj-6ibaezGatA,61.076,2013-10-13 17:53:31 UTC,298,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,qJUgfdPkAAj-6ibaezGatA,54.721,2013-10-13 17:55:33 UTC,467,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,qJUgfdPkAAj-6ibaezGatA,90.741,2013-10-13 17:57:46 UTC,34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,attractive,P8WI01f6eF4zhBy7qdPuMw,90.299,2013-10-13 18:26:53 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,gNYTNVff7aG4H65gPpfL_w,127.774,2013-10-13 22:39:34 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,j-BWe6YXPrs0UBXE-Xnxjw,97.534,2013-10-13 23:47:11 UTC,354,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,j-BWe6YXPrs0UBXE-Xnxjw,130.963,2013-10-13 23:49:57 UTC,9,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,attractive,412CPqGNPuSrVDFQWSmj4Q,80.938,2013-10-14 00:17:07 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,xh8bcrhNVS-DrMMmFpBc3A,179.069,2013-10-14 01:09:03 UTC,498,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,xh8bcrhNVS-DrMMmFpBc3A,22.621,2013-10-14 01:10:09 UTC,4,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,RLQLSHVCZxzZ4oQ8L27BEw,147.767,2013-10-14 01:15:57 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,RLQLSHVCZxzZ4oQ8L27BEw,154.932,2013-10-14 01:19:02 UTC,435,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,WDcU0SUEdhNjxSCkNcJ4dA,158.31,2013-10-14 02:39:00 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,nGJ4w0r-7_pNjWc5CNDKjA,211.916,2013-10-14 03:12:11 UTC,356,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.22 Safari/537.36 OPR/17.0.1241.11 (Edition Next)"
varying_control,attractive,5yNsrwVubDqNafvcjzm12Q,72.798,2013-10-14 04:07:22 UTC,16,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,repulsive,cJbXwu0XwTzwViNbP0QL5A,263.668,2013-10-14 05:24:19 UTC,16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,cJbXwu0XwTzwViNbP0QL5A,111.105,2013-10-14 05:27:17 UTC,392,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,cJbXwu0XwTzwViNbP0QL5A,80.75,2013-10-14 05:30:04 UTC,6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,qJUgfdPkAAj-6ibaezGatA,42.965,2013-10-13 17:51:01 UTC,166,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,qJUgfdPkAAj-6ibaezGatA,49.502,2013-10-13 17:58:52 UTC,210,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,qJUgfdPkAAj-6ibaezGatA,46.078,2013-10-13 18:00:09 UTC,116,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,DEW2OCpaF5OyxYy5MYbDFg,102.965,2013-10-13 23:10:48 UTC,16,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,repulsive,j-BWe6YXPrs0UBXE-Xnxjw,236.413,2013-10-13 23:45:06 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,repulsive,xh8bcrhNVS-DrMMmFpBc3A,218.382,2013-10-14 01:05:18 UTC,16,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,uUj5FTWe_Usns1NdL7SC1Q,265.143,2013-10-14 02:10:32 UTC,260,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,repulsive,KxbA6KWL_DaFQNAlA7JkRA,303.914,2013-10-14 02:46:23 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,KxbA6KWL_DaFQNAlA7JkRA,300.011,2013-10-14 02:53:09 UTC,369,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
pyramid_building,2.0,5yNsrwVubDqNafvcjzm12Q,210.536,2013-10-14 04:14:53 UTC,8,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
pyramid_building,9.9,cJbXwu0XwTzwViNbP0QL5A,275.049,2013-10-14 05:35:17 UTC,8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,attractive,RCP6WtboffTHlfMBVRItzQ,110.273,2013-10-14 10:48:12 UTC,16,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.16
maze_positioning,default,RCP6WtboffTHlfMBVRItzQ,115.778,2013-10-14 10:51:02 UTC,438,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.16
robot_positioning,default,RCP6WtboffTHlfMBVRItzQ,17.646,2013-10-14 10:52:35 UTC,6,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.16
pyramid_building,2.0,RCP6WtboffTHlfMBVRItzQ,149.335,2013-10-14 10:55:45 UTC,8,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.16
varying_control,repulsive,7oLTsOn3JQYSrwJBCIyXiw,124.573,2013-10-14 11:00:20 UTC,16,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_visualization,full-state,RCP6WtboffTHlfMBVRItzQ,197.323,2013-10-14 11:02:09 UTC,100,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.16
robot_positioning,default,RCP6WtboffTHlfMBVRItzQ,4.976,2013-10-14 11:02:55 UTC,3,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.16
maze_positioning,default,7oLTsOn3JQYSrwJBCIyXiw,47.16,2013-10-14 11:03:05 UTC,141,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,RCP6WtboffTHlfMBVRItzQ,13.19,2013-10-14 11:03:47 UTC,5,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.16
robot_positioning,default,7oLTsOn3JQYSrwJBCIyXiw,13.644,2013-10-14 11:04:06 UTC,3,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
pyramid_building,8.5,7oLTsOn3JQYSrwJBCIyXiw,186.39,2013-10-14 11:09:45 UTC,8,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,7oLTsOn3JQYSrwJBCIyXiw,81.437,2013-10-14 11:33:24 UTC,380,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,Mp__8HyIJ2HmUMWKl9XVWQ,106.323,2013-10-14 11:49:45 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,full-state,Mp__8HyIJ2HmUMWKl9XVWQ,117.305,2013-10-14 11:54:58 UTC,100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,gZ33Wz4JmDXGasVRrkBJww,68.449,2013-10-14 12:13:30 UTC,209,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
maze_positioning,default,gZ33Wz4JmDXGasVRrkBJww,171.338,2013-10-14 12:16:43 UTC,15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
maze_positioning,default,gZ33Wz4JmDXGasVRrkBJww,46.129,2013-10-14 12:17:52 UTC,152,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
maze_positioning,default,gZ33Wz4JmDXGasVRrkBJww,64.86,2013-10-14 12:19:20 UTC,152,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
robot_positioning,default,gZ33Wz4JmDXGasVRrkBJww,9.207,2013-10-14 12:20:02 UTC,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
robot_positioning,default,gZ33Wz4JmDXGasVRrkBJww,8.12,2013-10-14 12:20:20 UTC,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
varying_control,attractive,z0KRMhP6z-ZH8w5h7r9ybQ,116.381,2013-10-14 12:40:48 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,mb9okpo4L9Q0wB5OraTQHQ,491.375,2013-10-14 13:59:39 UTC,247,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,3xgukQgg2E-GPG4OLr4Ptw,54.566,2013-10-14 14:20:01 UTC,262,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,3xgukQgg2E-GPG4OLr4Ptw,10.821,2013-10-14 14:21:44 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_visualization,convex-hull,3xgukQgg2E-GPG4OLr4Ptw,194.058,2013-10-14 14:33:17 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,2-ybsvs_HtVfsmE4oxp-Lg,126.234,2013-10-14 15:55:57 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,2-ybsvs_HtVfsmE4oxp-Lg,56.585,2013-10-14 15:57:21 UTC,232,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,k5Wq5-GTGs4dbsgMkwSF7w,2.493,2013-10-14 16:53:38 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,k5Wq5-GTGs4dbsgMkwSF7w,115.637,2013-10-14 16:55:59 UTC,10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,k5Wq5-GTGs4dbsgMkwSF7w,75.848,2013-10-14 16:57:35 UTC,9,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,k5Wq5-GTGs4dbsgMkwSF7w,134.449,2013-10-14 17:01:41 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,k5Wq5-GTGs4dbsgMkwSF7w,84.431,2013-10-14 17:03:24 UTC,287,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,k5Wq5-GTGs4dbsgMkwSF7w,1.247,2013-10-14 17:03:53 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
pyramid_building,0.1,k5Wq5-GTGs4dbsgMkwSF7w,164.085,2013-10-14 17:06:53 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_visualization,mean & variance,k5Wq5-GTGs4dbsgMkwSF7w,114.508,2013-10-14 17:09:08 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,noWhE6mgVXpxxjRsNqMllQ,184.759,2013-10-14 17:23:17 UTC,413,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,29.968,2013-10-14 17:24:19 UTC,226,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,noWhE6mgVXpxxjRsNqMllQ,5.678,2013-10-14 17:24:50 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,noWhE6mgVXpxxjRsNqMllQ,39.699,2013-10-14 17:25:55 UTC,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,70.318,2013-10-14 17:26:09 UTC,367,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,global,i1PNxr6G_yz0uYLRbatvZQ,213.195,2013-10-14 20:15:54 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,attractive,8zbFmoXtWKoTOstEsEuNFw,241.168,2013-10-14 20:16:00 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,iyczIcVLULgHjMdU6cRhVA,39.904,2013-10-14 20:21:41 UTC,3,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)
robot_positioning,default,iyczIcVLULgHjMdU6cRhVA,11.031,2013-10-14 20:22:08 UTC,2,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)
robot_positioning,default,iyczIcVLULgHjMdU6cRhVA,10.803,2013-10-14 20:22:25 UTC,3,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)
maze_positioning,default,2-ybsvs_HtVfsmE4oxp-Lg,62.06,2013-10-14 20:53:51 UTC,80,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
robot_positioning,default,2-ybsvs_HtVfsmE4oxp-Lg,77.251,2013-10-14 20:55:39 UTC,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
pyramid_building,1.0,2-ybsvs_HtVfsmE4oxp-Lg,200.285,2013-10-14 21:06:54 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_visualization,convex-hull,2-ybsvs_HtVfsmE4oxp-Lg,352.776,2013-10-14 21:42:07 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,attractive,3XWL4djOH8wMTDhFq5Qwww,86.333,2013-10-14 23:50:35 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
maze_positioning,default,CLE9lnlpu_JnyhayqSCNgQ,241.93,2013-10-15 00:13:10 UTC,364,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
varying_control,attractive,IQVXYQzhOJQ6AMGJp3A3Qw,124.11,2013-10-15 00:51:23 UTC,16,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/2; .NET4.0C; .NET4.0E)
maze_positioning,default,IQVXYQzhOJQ6AMGJp3A3Qw,252.406,2013-10-15 00:56:09 UTC,475,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/2; .NET4.0C; .NET4.0E)
robot_positioning,default,IQVXYQzhOJQ6AMGJp3A3Qw,24.484,2013-10-15 00:59:10 UTC,2,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/2; .NET4.0C; .NET4.0E)
pyramid_building,0.9,IQVXYQzhOJQ6AMGJp3A3Qw,293.526,2013-10-15 01:04:19 UTC,8,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/2; .NET4.0C; .NET4.0E)
maze_positioning,default,hwibhjbKEJEE_WJ6hxPbGg,72.028,2013-10-15 01:25:25 UTC,127,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; MATPJS)
varying_control,attractive,ZOnNqjwIZAbAI5HYuFxt4Q,99.895,2013-10-15 01:26:28 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
